cod_ibge,ano,pib_per_capita
2100055,2023,40114.14
2100105,2023,17184.43
2100154,2023,10768.08
2100204,2023,9219.73
2100303,2023,14396.88
2100402,2023,13702.92
2100436,2023,15731.63
2100477,2023,12063.08
2100501,2023,51649.06
2100550,2023,13253.23
2100600,2023,13503.63
2100709,2023,10087.62
2100808,2023,13979.02
2100832,2023,9710.44
2100873,2023,11442.19
2100907,2023,8996.31
2100956,2023,12565.09
2101004,2023,14342.85
2101103,2023,10019.58
2101202,2023,18444.22
2101251,2023,27480.01
2101301,2023,9598.72
2101350,2023,9927.23
2101400,2023,73990.57
2101509,2023,16324.78
2101608,2023,13698.13
2101707,2023,12453.14
2101731,2023,11922.31
2101772,2023,11354.34
2101806,2023,17270.78
2101905,2023,8485.16
2101939,2023,47280.47
2101970,2023,12320.09
2102002,2023,17253.80
2102036,2023,15971.39
2102077,2023,12205.69
2102101,2023,12498.20
2102150,2023,9773.15
2102200,2023,11201.96
2102309,2023,13775.43
2102325,2023,18169.31
2102358,2023,12116.72
2102374,2023,8738.44
2102408,2023,8079.74
2102507,2023,9450.60
2102556,2023,24653.05
2102606,2023,10261.18
2102705,2023,9598.52
2102754,2023,18969.01
2102804,2023,24753.29
2102903,2023,10167.80
2103000,2023,17175.06
2103109,2023,8440.92
2103125,2023,9748.27
2103158,2023,11142.47
2103174,2023,14545.42
2103208,2023,13890.13
2103257,2023,18817.35
2103307,2023,15821.78
2103406,2023,11671.50
2103505,2023,18102.24
2103554,2023,10710.68
2103604,2023,10702.15
2103703,2023,10872.19
2103752,2023,15139.67
2103802,2023,13647.15
2103901,2023,10637.54
2104008,2023,11078.38
2104057,2023,35904.33
2104073,2023,16523.71
2104081,2023,14693.35
2104099,2023,14506.91
2104107,2023,28041.79
2104206,2023,12624.11
2104305,2023,83956.96
2104404,2023,10872.93
2104503,2023,12026.90
2104552,2023,24333.68
2104602,2023,14011.08
2104628,2023,15334.15
2104651,2023,11225.06
2104677,2023,14041.96
2104701,2023,11105.13
2104800,2023,19161.36
2104909,2023,10133.25
2105005,2023,9393.62
2105104,2023,8547.25
2105153,2023,33268.01
2105203,2023,13502.48
2105302,2023,34695.92
2105351,2023,9841.55
2105401,2023,14724.16
2105427,2023,30538.53
2105450,2023,11171.22
2105476,2023,10197.08
2105500,2023,14678.53
2105609,2023,9365.69
2105658,2023,13892.46
2105708,2023,13988.88
2105807,2023,11389.04
2105906,2023,11470.32
2105922,2023,20010.09
2105948,2023,11909.24
2105963,2023,11286.55
2105989,2023,17394.42
2106003,2023,21051.33
2106102,2023,33711.07
2106201,2023,10158.85
2106300,2023,13150.33
2106326,2023,13014.63
2106359,2023,16511.08
2106375,2023,10657.96
2106409,2023,13241.83
2106508,2023,10553.40
2106607,2023,10393.53
2106631,2023,7722.89
2106672,2023,10661.89
2106706,2023,18538.13
2106755,2023,24235.93
2106805,2023,9531.74
2106904,2023,10102.97
2107001,2023,13118.05
2107100,2023,10264.76
2107209,2023,7701.32
2107258,2023,19063.46
2107308,2023,12369.38
2107357,2023,12013.65
2107407,2023,12598.62
2107456,2023,9778.41
2107506,2023,11284.69
2107605,2023,8936.31
2107704,2023,11508.27
2107803,2023,12217.38
2107902,2023,12021.73
2108009,2023,17160.52
2108058,2023,9262.69
2108108,2023,12834.92
2108207,2023,22406.76
2108256,2023,9284.32
2108306,2023,9636.50
2108405,2023,9904.56
2108454,2023,13571.72
2108504,2023,11345.69
2108603,2023,15752.59
2108702,2023,12306.70
2108801,2023,10470.22
2108900,2023,12897.08
2109007,2023,52413.93
2109056,2023,10710.35
2109106,2023,21926.09
2109205,2023,9022.35
2109239,2023,15862.11
2109270,2023,10624.35
2109304,2023,10321.75
2109403,2023,8851.76
2109452,2023,12356.79
2109502,2023,31054.46
2109551,2023,20081.03
2109601,2023,13577.52
2109700,2023,77826.91
2109759,2023,10734.08
2109809,2023,11643.19
2109908,2023,21615.44
2110005,2023,17104.34
2110039,2023,15747.06
2110104,2023,16349.22
2110203,2023,9848.68
2110237,2023,10953.69
2110278,2023,9438.49
2110302,2023,362455.53
2110401,2023,10154.34
2110500,2023,8711.05
2110609,2023,14259.34
2110658,2023,42493.64
2110708,2023,14099.18
2110807,2023,20899.87
2110856,2023,15328.33
2110906,2023,10559.41
2111003,2023,8246.12
2111029,2023,11737.61
2111052,2023,22872.04
2111078,2023,12348.80
2111102,2023,17757.21
2111201,2023,12820.31
2111250,2023,10914.13
2111300,2023,40846.09
2111409,2023,11130.03
2111508,2023,15105.92
2111532,2023,10416.97
2111573,2023,17971.32
2111607,2023,58377.97
2111631,2023,11082.44
2111672,2023,12879.95
2111706,2023,9423.28
2111722,2023,12286.11
2111748,2023,14237.70
2111763,2023,15315.72
2111789,2023,11596.98
2111805,2023,17113.22
2111904,2023,18940.16
2111953,2023,12680.92
2112001,2023,295272.88
2112100,2023,9384.38
2112209,2023,16279.06
2112233,2023,19415.11
2112274,2023,13757.12
2112308,2023,11313.54
2112407,2023,11068.66
2112456,2023,8850.13
2112506,2023,12045.75
2112605,2023,9604.74
2112704,2023,10803.06
2112803,2023,11833.36
2112852,2023,18480.53
2112902,2023,13318.18
2113009,2023,13339.39
2114007,2023,16809.82
2200053,2023,13228.09
2200103,2023,11606.34
2200202,2023,17272.65
2200251,2023,11847.35
2200277,2023,12162.15
2200301,2023,10899.42
2200400,2023,16119.40
2200459,2023,20497.64
2200509,2023,14155.37
2200608,2023,12417.16
2200707,2023,13286.92
2200806,2023,62696.38
2200905,2023,12942.71
2200954,2023,11724.87
2201002,2023,13303.84
2201051,2023,10875.60
2201101,2023,11700.46
2201150,2023,200215.82
2201176,2023,11832.45
2201200,2023,14048.62
2201309,2023,42138.94
2201408,2023,15795.87
2201507,2023,11641.69
2201556,2023,15468.75
2201572,2023,13883.53
2201606,2023,11911.09
2201705,2023,16332.93
2201739,2023,19313.04
2201770,2023,11296.52
2201804,2023,13152.78
2201903,2023,57705.04
2201919,2023,14666.17
2201929,2023,11517.94
2201945,2023,10301.58
2201960,2023,11986.39
2201988,2023,14845.30
2202000,2023,14064.64
2202026,2023,13272.71
2202059,2023,10557.84
2202075,2023,14683.77
2202083,2023,19161.91
2202091,2023,44297.15
2202109,2023,15233.16
2202117,2023,13472.82
2202133,2023,12831.10
2202174,2023,10901.91
2202208,2023,20544.67
2202251,2023,15240.82
2202307,2023,17710.90
2202406,2023,11984.82
2202455,2023,14772.10
2202505,2023,12361.23
2202539,2023,12073.98
2202554,2023,14417.59
2202604,2023,12158.93
2202653,2023,12484.71
2202703,2023,12471.02
2202711,2023,12283.53
2202729,2023,11496.10
2202737,2023,12151.73
2202752,2023,15113.64
2202778,2023,11779.10
2202802,2023,17925.48
2202851,2023,13110.13
2202901,2023,28016.04
2203008,2023,12173.36
2203107,2023,14823.95
2203206,2023,16527.00
2203230,2023,117417.76
2203255,2023,12173.89
2203271,2023,19440.19
2203305,2023,21011.05
2203354,2023,12703.54
2203404,2023,14868.51
2203420,2023,13728.32
2203453,2023,23191.40
2203503,2023,15350.39
2203602,2023,15043.25
2203701,2023,15398.90
2203750,2023,11947.83
2203800,2023,12494.08
2203859,2023,13563.00
2203909,2023,27298.79
2204006,2023,12694.99
2204105,2023,15148.00
2204154,2023,12788.14
2204204,2023,13541.51
2204303,2023,13660.66
2204352,2023,13018.59
2204402,2023,45029.85
2204501,2023,56958.73
2204550,2023,14100.55
2204600,2023,11700.17
2204659,2023,14324.15
2204709,2023,12709.56
2204808,2023,10805.77
2204907,2023,12081.16
2205003,2023,11756.39
2205102,2023,15919.97
2205151,2023,16246.53
2205201,2023,12226.28
2205250,2023,12314.82
2205276,2023,15576.98
2205300,2023,15315.81
2205359,2023,27629.45
2205409,2023,10481.29
2205458,2023,10775.79
2205508,2023,13013.65
2205516,2023,12918.12
2205524,2023,20016.12
2205532,2023,13120.56
2205540,2023,15852.26
2205557,2023,11635.73
2205565,2023,73812.32
2205573,2023,10787.99
2205581,2023,20966.44
2205599,2023,11843.89
2205607,2023,24792.33
2205706,2023,15071.51
2205805,2023,12553.79
2205854,2023,10871.74
2205904,2023,13333.95
2205953,2023,22835.46
2206001,2023,14543.85
2206050,2023,11675.45
2206100,2023,12453.37
2206209,2023,13122.77
2206308,2023,26322.75
2206357,2023,10382.88
2206407,2023,15760.80
2206506,2023,12065.99
2206605,2023,36708.60
2206654,2023,12180.55
2206670,2023,11779.57
2206696,2023,10577.77
2206704,2023,11824.78
2206720,2023,13065.29
2206753,2023,13242.08
2206803,2023,13812.42
2206902,2023,10956.76
2206951,2023,13640.99
2207009,2023,19394.05
2207108,2023,14541.65
2207207,2023,13858.49
2207306,2023,14242.71
2207355,2023,20361.28
2207405,2023,36399.15
2207504,2023,12640.47
2207553,2023,13956.62
2207603,2023,13258.33
2207702,2023,22707.01
2207751,2023,15170.04
2207777,2023,12099.70
2207793,2023,11328.40
2207801,2023,17060.81
2207850,2023,12630.47
2207900,2023,13193.01
2207934,2023,15534.90
2207959,2023,12672.74
2208007,2023,29566.51
2208106,2023,10603.74
2208205,2023,13288.76
2208304,2023,16108.84
2208403,2023,18956.35
2208502,2023,11871.67
2208551,2023,20238.28
2208601,2023,14252.26
2208650,2023,21609.96
2208700,2023,14964.67
2208809,2023,19682.83
2208858,2023,14766.73
2208874,2023,68568.72
2208908,2023,150461.52
2209005,2023,13083.68
2209104,2023,13385.79
2209153,2023,15048.02
2209203,2023,129679.30
2209302,2023,16432.64
2209351,2023,12698.11
2209377,2023,13644.03
2209401,2023,16757.76
2209450,2023,11826.19
2209500,2023,13507.31
2209559,2023,12331.40
2209609,2023,13379.12
2209658,2023,12243.76
2209708,2023,12474.73
2209757,2023,21789.25
2209807,2023,16647.33
2209856,2023,12796.34
2209872,2023,13571.17
2209906,2023,11896.97
2209955,2023,10481.35
2209971,2023,11715.58
2210003,2023,19535.91
2210052,2023,17147.17
2210102,2023,15177.13
2210201,2023,12280.81
2210300,2023,11258.36
2210359,2023,12450.59
2210375,2023,12313.77
2210383,2023,14503.85
2210391,2023,13020.74
2210409,2023,11768.94
2210508,2023,11592.28
2210607,2023,19566.06
2210623,2023,17981.65
2210631,2023,163047.99
2210656,2023,10254.31
2210706,2023,37844.46
2210805,2023,17066.38
2210904,2023,12776.50
2210938,2023,13712.76
2210953,2023,13270.12
2210979,2023,19013.40
2211001,2023,33994.07
2211100,2023,13207.62
2211209,2023,167688.99
2211308,2023,17319.61
2211357,2023,12036.82
2211407,2023,12375.88
2211506,2023,12180.94
2211605,2023,14283.09
2211704,2023,14324.63
2300101,2023,14318.54
2300150,2023,15717.86
2300200,2023,19156.82
2300309,2023,15424.91
2300408,2023,12011.64
2300507,2023,10171.74
2300606,2023,13584.14
2300705,2023,19347.47
2300754,2023,19169.89
2300804,2023,13967.01
2300903,2023,12907.16
2301000,2023,60152.62
2301109,2023,26180.20
2301208,2023,13160.26
2301257,2023,12925.74
2301307,2023,13100.54
2301406,2023,17021.99
2301505,2023,11856.04
2301604,2023,14278.67
2301703,2023,12311.31
2301802,2023,12708.29
2301851,2023,18527.40
2301901,2023,21942.40
2301950,2023,12926.25
2302008,2023,14785.48
2302057,2023,11653.59
2302107,2023,16417.82
2302206,2023,27215.14
2302305,2023,11642.05
2302404,2023,14237.39
2302503,2023,24737.96
2302602,2023,15770.09
2302701,2023,14724.76
2302800,2023,16108.97
2302909,2023,13129.77
2303006,2023,12806.25
2303105,2023,13868.99
2303204,2023,11213.37
2303303,2023,13504.03
2303402,2023,12252.46
2303501,2023,18349.34
2303600,2023,14835.36
2303659,2023,13185.00
2303709,2023,27759.74
2303808,2023,13608.60
2303907,2023,11331.32
2303931,2023,17458.87
2303956,2023,13329.65
2304004,2023,12672.14
2304103,2023,16476.30
2304202,2023,18661.32
2304236,2023,16175.67
2304251,2023,19006.85
2304269,2023,13929.93
2304277,2023,16399.02
2304285,2023,66608.49
2304301,2023,13295.83
2304350,2023,14326.07
2304400,2023,35796.74
2304459,2023,22627.87
2304509,2023,27047.96
2304608,2023,14464.84
2304657,2023,11557.56
2304707,2023,10523.67
2304806,2023,13935.81
2304905,2023,12462.62
2304954,2023,12971.10
2305001,2023,20886.84
2305100,2023,18538.33
2305209,2023,13420.73
2305233,2023,39660.41
2305266,2023,13697.30
2305308,2023,18022.32
2305332,2023,12994.36
2305357,2023,21144.28
2305407,2023,14749.95
2305506,2023,23882.71
2305605,2023,16988.35
2305654,2023,11589.61
2305704,2023,15464.79
2305803,2023,16467.92
2305902,2023,11055.80
2306009,2023,18081.15
2306108,2023,11357.81
2306207,2023,13753.44
2306256,2023,36391.91
2306306,2023,15971.93
2306405,2023,19450.22
2306504,2023,11994.80
2306553,2023,16555.28
2306603,2023,11561.29
2306702,2023,18394.06
2306801,2023,18977.72
2306900,2023,21966.06
2307007,2023,20980.09
2307106,2023,13484.67
2307205,2023,16531.25
2307254,2023,27829.90
2307304,2023,22569.35
2307403,2023,16319.28
2307502,2023,14447.10
2307601,2023,31129.36
2307635,2023,12766.11
2307650,2023,57738.06
2307700,2023,19137.28
2307809,2023,17579.65
2307908,2023,11568.49
2308005,2023,12818.80
2308104,2023,15532.29
2308203,2023,10995.82
2308302,2023,12943.58
2308351,2023,17718.68
2308377,2023,9964.94
2308401,2023,16247.37
2308500,2023,14622.86
2308609,2023,12300.30
2308708,2023,30564.62
2308807,2023,10427.70
2308906,2023,10547.85
2309003,2023,12593.56
2309102,2023,13861.54
2309201,2023,13432.00
2309300,2023,14103.00
2309409,2023,12477.09
2309458,2023,13174.62
2309508,2023,13610.72
2309607,2023,25471.85
2309706,2023,21028.81
2309805,2023,15678.43
2309904,2023,13155.83
2310001,2023,13392.00
2310100,2023,13792.65
2310209,2023,17434.25
2310258,2023,19061.63
2310308,2023,11114.27
2310407,2023,13246.64
2310506,2023,11973.96
2310605,2023,16639.85
2310704,2023,13810.55
2310803,2023,42816.22
2310852,2023,15531.35
2310902,2023,12249.22
2310951,2023,9767.22
2311009,2023,11515.35
2311108,2023,13631.56
2311207,2023,13696.53
2311231,2023,17466.56
2311264,2023,12363.25
2311306,2023,16923.75
2311355,2023,15166.35
2311405,2023,23468.36
2311504,2023,38601.98
2311603,2023,19137.44
2311702,2023,12820.48
2311801,2023,20809.29
2311900,2023,13773.77
2311959,2023,13369.77
2312007,2023,11499.03
2312106,2023,11277.43
2312205,2023,21382.80
2312304,2023,18535.35
2312403,2023,127594.94
2312502,2023,23410.41
2312601,2023,14876.80
2312700,2023,19529.38
2312809,2023,11328.78
2312908,2023,32454.10
2313005,2023,20391.26
2313104,2023,19072.63
2313203,2023,12863.25
2313252,2023,15516.98
2313302,2023,15260.41
2313351,2023,10163.75
2313401,2023,27792.47
2313500,2023,17787.95
2313559,2023,10667.10
2313609,2023,25632.11
2313708,2023,12462.89
2313757,2023,12059.06
2313807,2023,22056.26
2313906,2023,18516.97
2313955,2023,26958.52
2314003,2023,14755.13
2314102,2023,12112.31
2400109,2023,18479.58
2400208,2023,38412.94
2400307,2023,14846.49
2400406,2023,14444.70
2400505,2023,15331.16
2400604,2023,14578.35
2400703,2023,72315.21
2400802,2023,22173.27
2400901,2023,12082.07
2401008,2023,26239.53
2401107,2023,45226.72
2401206,2023,35565.91
2401305,2023,14017.60
2401404,2023,38064.95
2401453,2023,36828.45
2401503,2023,15951.65
2401602,2023,26749.41
2401651,2023,104148.52
2401701,2023,14119.66
2401800,2023,13781.63
2401859,2023,19006.95
2401909,2023,145099.23
2402006,2023,28387.75
2402105,2023,12919.69
2402204,2023,20761.66
2402303,2023,27543.25
2402402,2023,18881.59
2402501,2023,23864.16
2402600,2023,15930.56
2402709,2023,20485.65
2402808,2023,12792.57
2402907,2023,12785.04
2403004,2023,19330.66
2403103,2023,23136.71
2403202,2023,15071.49
2403251,2023,30107.02
2403301,2023,12474.01
2403400,2023,16821.12
2403509,2023,11928.61
2403608,2023,16005.64
2403707,2023,48316.51
2403756,2023,21100.64
2403806,2023,14957.08
2403905,2023,15770.38
2404002,2023,14311.89
2404101,2023,78741.62
2404200,2023,24171.98
2404309,2023,49936.49
2404408,2023,18734.49
2404507,2023,168808.24
2404606,2023,14546.22
2404705,2023,18669.94
2404804,2023,20967.76
2404853,2023,24682.92
2404903,2023,17100.78
2405009,2023,12847.11
2405108,2023,55417.28
2405207,2023,22084.25
2405306,2023,11980.50
2405405,2023,13519.14
2405504,2023,28428.38
2405603,2023,19758.23
2405702,2023,20992.11
2405801,2023,45870.29
2405900,2023,16281.41
2406007,2023,15216.65
2406106,2023,24884.25
2406155,2023,12648.01
2406205,2023,13817.96
2406304,2023,13768.06
2406403,2023,19066.57
2406502,2023,20940.54
2406601,2023,14963.74
2406700,2023,64126.26
2406809,2023,14265.69
2406908,2023,17501.97
2407005,2023,12392.43
2407104,2023,29857.38
2407203,2023,48071.89
2407252,2023,16749.53
2407302,2023,12813.75
2407401,2023,15962.40
2407500,2023,16133.95
2407609,2023,15284.31
2407708,2023,13890.43
2407807,2023,15142.66
2407906,2023,20176.56
2408003,2023,39019.51
2408102,2023,41477.50
2408201,2023,17949.98
2408300,2023,18396.12
2408409,2023,15101.60
2408508,2023,16464.35
2408607,2023,14250.66
2408706,2023,17365.08
2408805,2023,109346.87
2408904,2023,22037.08
2408953,2023,20022.14
2409100,2023,16175.64
2409209,2023,14954.29
2409308,2023,18001.79
2409332,2023,18512.21
2409407,2023,27157.19
2409506,2023,89940.55
2409605,2023,26726.71
2409704,2023,45194.41
2409803,2023,14532.43
2409902,2023,54449.39
2410009,2023,17049.05
2410108,2023,13002.67
2410207,2023,13134.07
2410256,2023,32595.41
2410306,2023,14000.98
2410405,2023,19535.22
2410504,2023,11389.04
2410603,2023,16458.77
2410702,2023,15867.02
2410801,2023,13044.94
2410900,2023,43298.29
2411007,2023,15974.87
2411056,2023,28817.27
2411106,2023,68072.02
2411205,2023,19197.31
2411403,2023,16625.53
2411429,2023,19083.45
2411502,2023,15309.34
2411601,2023,119507.48
2411700,2023,15361.52
2411809,2023,22210.80
2411908,2023,17869.95
2412005,2023,22346.41
2412104,2023,16802.01
2412203,2023,30829.42
2412302,2023,14857.46
2412401,2023,23376.10
2412500,2023,17846.95
2412559,2023,69670.12
2412609,2023,17314.45
2412708,2023,12552.69
2412807,2023,14036.42
2412906,2023,18537.54
2413003,2023,15920.43
2413102,2023,13767.86
2413201,2023,28176.06
2413300,2023,14875.07
2413359,2023,52352.07
2413409,2023,21368.80
2413508,2023,14351.76
2413557,2023,13891.79
2413607,2023,17654.53
2413706,2023,13793.54
2413805,2023,18629.47
2413904,2023,16117.22
2414001,2023,16941.50
2414100,2023,13914.90
2414159,2023,20453.69
2414209,2023,34037.14
2414308,2023,20162.37
2414407,2023,30745.28
2414456,2023,16571.20
2414506,2023,16577.89
2414605,2023,27268.15
2414704,2023,13912.23
2414753,2023,15882.39
2414803,2023,15586.96
2414902,2023,16309.97
2415008,2023,15709.84
2500106,2023,11501.68
2500205,2023,13708.84
2500304,2023,14090.70
2500403,2023,17932.95
2500502,2023,12144.72
2500536,2023,12611.68
2500577,2023,13031.67
2500601,2023,144880.45
2500700,2023,15924.07
2500734,2023,16579.74
2500775,2023,18547.41
2500809,2023,14004.13
2500908,2023,10970.95
2501005,2023,14201.47
2501104,2023,15707.70
2501153,2023,13923.16
2501203,2023,11428.62
2501302,2023,17519.32
2501351,2023,13554.69
2501401,2023,14143.74
2501500,2023,16036.12
2501534,2023,13020.23
2501575,2023,14284.72
2501609,2023,14567.16
2501708,2023,17189.93
2501807,2023,22950.86
2501906,2023,16380.42
2502003,2023,14862.74
2502052,2023,15331.28
2502102,2023,12214.49
2502151,2023,50093.52
2502201,2023,17633.42
2502300,2023,14280.43
2502409,2023,11664.64
2502508,2023,17209.34
2502607,2023,12941.81
2502706,2023,19143.68
2502805,2023,15228.47
2502904,2023,13777.65
2503001,2023,25723.46
2503100,2023,32065.36
2503209,2023,61527.94
2503308,2023,16733.17
2503407,2023,13876.92
2503506,2023,11161.52
2503555,2023,11630.26
2503605,2023,12636.78
2503704,2023,28597.01
2503753,2023,18640.54
2503803,2023,16014.14
2503902,2023,14414.70
2504009,2023,30780.61
2504033,2023,14575.60
2504074,2023,13962.58
2504108,2023,17215.22
2504157,2023,12180.92
2504207,2023,14143.73
2504306,2023,20309.65
2504355,2023,16600.20
2504405,2023,14110.11
2504504,2023,13801.99
2504603,2023,59710.20
2504702,2023,17325.06
2504801,2023,17368.47
2504850,2023,16960.67
2504900,2023,14800.42
2505006,2023,13473.54
2505105,2023,13867.18
2505204,2023,13025.86
2505238,2023,13614.60
2505279,2023,14167.45
2505303,2023,14739.64
2505352,2023,12575.99
2505402,2023,11748.33
2505501,2023,13856.66
2505600,2023,11993.70
2505709,2023,11311.97
2505808,2023,15621.68
2505907,2023,15291.16
2506004,2023,27269.39
2506103,2023,12258.20
2506202,2023,13624.15
2506251,2023,12446.62
2506301,2023,25907.88
2506400,2023,14617.65
2506509,2023,15549.85
2506608,2023,11294.09
2506707,2023,10199.03
2506806,2023,15270.14
2506905,2023,18004.79
2507002,2023,18624.36
2507101,2023,14200.05
2507200,2023,20146.85
2507309,2023,15007.12
2507408,2023,12769.91
2507507,2023,34106.06
2507606,2023,11957.80
2507705,2023,15265.57
2507804,2023,18871.13
2507903,2023,15028.02
2508000,2023,12023.19
2508109,2023,14947.05
2508208,2023,13356.78
2508307,2023,15030.45
